id,text,BIO_anno,class
851,支撑差，随便，行数很有用，不要光看额度,O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
852,不管怎么提都没效果。?随意使用?放心用吧，提额随缘吧,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
853,这特么是4万4，不吉利啊,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O,0
854,利息优秀，额度正常。,B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
855,真nb。理论最高20w，你能借两倍多上限额！,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
856,2.25的利息是怎么办到的，一般都是4.35啊,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O,2
857,未来可期，额度蹭蹭涨啊,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
858,距离上次申请多久啊，这期间有没有申请其他的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
859,在建行代发工资快10年了，上次给了5W多额度，一次性刷出来，后面提前了半年一次性还清，结果额度清零不给了...,O B-BANK I-BANK O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
860,没有任何逾期，但应该是大数据不行，负债太高所以不给额度了,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,2
861,7行就可以了吗，不用担心额度么,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
862,我卡都是空的啊，没有一张卡超过100块的，随便弄吧，佛了,O B-PRODUCT O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
863,利率是真香,B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ,1
864,我利率4.8,O B-PRODUCT I-PRODUCT O O O,2
865,6月份我申请了5次啊，7月1号申请的，都失败了,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
866,我的也是这个代码，流水不够或者是负债太高,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ,2
867,9行全空，有几行额度变成几千的还一直用，打算结清3行。一直不提，啥也下不了,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
868,老铁你的提额成功了，你的坐标是多少？我授权公积金好多次都没有提。,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
869,之前没额度，授权以后才有额度,O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N,2
870,跟你一样的界面，也是公积金。现在可以提出来了吗,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O,2
871,之前没有额度，授权后才有,O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O,2
872,我一直没有额度,O O O O O B-COMMENTS_N I-COMMENTS_N,2
873,因为我希望??工商银行还是比较靠谱的吧,O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,1
874,随时有希望，等结果。没有结果就是好结果,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
875,建行～85k冠军足球卡，公务金20k,B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
876,如果你对活动感兴趣，你可以试着申请一个。?反正免费,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
877,一个活动申请一个卡，然后卖掉？我也是。以前是交银联版的，准备再报张双彪。,O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
878,找理财经理特批,O B-PRODUCT I-PRODUCT O O O O,2
879,估计0开不现实，我们这儿必须要有砖,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
880,一周后去领卡，浦发的还是很快的,O O O O O B-PRODUCT O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
881,这个有啥用，好象也有一张，是信用卡么,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,2
882,要放多少砖才能办这个卡,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT,2
883,正常是50，兴业的哈,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-BANK I-BANK O O,2
884,原来的申卡需要审批??但是可以打印自己的名字??现在网点直接有卡??可以直接办理，很方便的，我上周办的招行的就是的,O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-BANK I-BANK O O O O,2
885,我是信用卡流水提交的，没砖,O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O,2
886,他行信用卡流水行吗？一个月要多少合适,O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
887,建行信用卡流水10万，办理条件里面有这一条，但是多数网点不认,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O,2
888,这个也能网上申请吗，现在大部分信用卡网上都可以申请,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
889,xyk一年消费100k不是也可以开吗,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
890,尾号有没有4A，浦发的卡,O O O O O O O O B-BANK I-BANK O B-PRODUCT,2
891,肯定没有了，我选的0808，那信用卡是怎么整,O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
892,有管理费没有？浦发的的卡,O O O O O O O B-BANK I-BANK O O B-PRODUCT,2
893,这种储蓄卡有啥用，有没有大佬说下,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O,2
894,信用卡10万流水,B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N,2
895,卡面跟“支付白”基本一样，喜欢这个卡面，申请个支付白最省事,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
896,一周左右吧，工商的卡就是的,O O O O O O O O O B-PRODUCT O O O,2
897,我的建行信用卡才8个月就刷11万了，请问怎么搞理财白金卡?可以手机银行或者网银申请吗？,O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O,2
898,信用卡一年消费100K后怎么弄理财白金卡?,B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O,2
899,不能选号了，挂失可以改一次，副卡说是有效期免,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O,2
900,我是小白，你这比较高级,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
901,不能了，申请的时候没有选号，通过后给你啥就是啥，不能选号了。一张附属卡可以免年费，没说期限就默认一直有这个权益吧...,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O,2
902,求上帝回复，如何提升额度,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
903,砖多直接大额理财，砖少支付宝刷，每天大概涨100星点左右。,O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ O O O O O O O O,2
904,支付宝绑定贱行卡，钱转入余额宝/余利宝。余额宝快速提现限1万，卡限额单日5万。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O,2
905,持有每天都加星吗，还是要几天过后买卖才可以加星，这个基金搞不懂,O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
906,持有就行了，建行按日均资产算星点,O O O O O O B-BANK I-BANK O O O O O O O O,2
907,分期还完再申卡，然后再车贷试试。,B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O,2
908,应该没什么问题，我浦发的就办下来了,O O O O O O O O O B-BANK I-BANK O O O O O O,2
909,手机pay还行吧,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O,2
910,以后0.38没有了？这个利率的肯定是没有了,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
911,挥卡only，只留工商银行的吧,O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O,2
912,我学会了，小额多刷，就可以涨额度了,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
913,手机付费可以吗？掌上银行很多活动哦,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
914,貌似即使不达标星级最撇也会保持在4星？应该是的，工商的星际就保持的不错,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,1
915,我现在还是5星呢，已经一年多的空卡了，牛叉了,O O O O O O O O O O O O O O O O B-PRODUCT O O O O O,2
916,没有，是个储蓄卡，当然如果里面有更多的砖，我就分开说?,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O,2
917,最下面不是很清楚吗？信用卡预审批额度??无,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
918,一般装修预审批和购车分期差不多是固额的6倍,O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
919,我的购车分期是6倍定额，分期和装修分期都是定额,O O O O B-PRODUCT I-PRODUCT O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N,2
920,查询78次是总共78次吗，这么多么,O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2
921,信用卡不用借清嘛，我也刚交首付，要去办了，信用卡还欠1w3，手头已经没钱了，不结清不知道行不行。网贷都是2年前结清了...,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
922,近半年有小贷申请记录吗？,O O O O B-PRODUCT I-PRODUCT O O O O O O,2
923,反正我建行没结清,O O O B-BANK I-BANK O O O,2
924,建行欠的多少，我也不打算结清了，钱太紧了,B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O,2
925,你选择建行贷款，建行是工资代发吗？,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O B-BANK I-BANK O O O O O O O,2
926,老哥??下房贷的话，抵押贷需要结清吗？,O O O O O O O O O O O O O O O O O O O,2
927,那我的2万信用卡就不提前还了,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
928,谢谢分享，我在看二手房。你选择建行贷款。,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O,2
929,不是，是新开的卡，和建行没有交集,O O O O O O O B-PRODUCT O O B-BANK I-BANK O O O O,2
930,工行3k-50k,B-BANK I-BANK O O O O O O,2
931,起码小贷要结清吧,O O B-PRODUCT I-PRODUCT O O O O,2
932,建行5k→10k（20/6/6首提）,B-BANK I-BANK O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
933,楼主，解决了吗？我的跟你一样，好操心 ,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
934,前几天打了征信，白条，花呗没上，微粒贷上了,O O O O O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
935,我就是单位统一办理的，拒了,O O O O O O O O O O O B-COMMENTS_ADJ O,2
936,基本解决了。6月底申请了一个50成本卡，down卡,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT,2
937,确实，白条，花圃，贷款没去征信。?网商贷款，小额信贷,O O O B-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
938,可以的??争取大白山,O O O O O O O O O O,2
939,听说5w以上就难提了，佛系或者搬砖,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,2
940,直接刷爆，最后提了8k。。。兴业的就这么操作,O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,2
941,给了临时就离固定额度不远了，不要用临时额度，等3个月。就可以提额。,O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
942,嗯，多刷卡多水，上个月40-50，最近,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
943,你还有一个临时名额，但是我去年5月副卡的时候没看到临时名额。,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
944,其实临时额度和永久额度的区别就在于临时额度有时间,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O,2
945,如果临时给的话，离固定额度不远。不要用临时额度，等3,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
946,除了这两种方式，还有什么办法能够开通快贷吗？,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O,2
947,公积金和缴税记录,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
948,这些要怎么提交？线下找客户经理提交？有点难哦,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
949,非常诧异为啥010地区不能选公积金。。,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT I-PRODUCT O O,2
950,你有砖头和公积金线下试试,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
951,线下感觉太麻烦。月底放20万，放10天，快贷2万多，提取下,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O,0
952,恭喜，后期好好养，争取3+1,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,1
953,你审核了多久，我的十天了没反应啊,O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
954,也算是2天吧。早上申请下午打得电话！让后隔天早上通过工商银行的哦,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O,2
955,卧槽。我6月23申请的，现在完全没动静，这浦发的效率也是没谁了,O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O,0
956,查征信不用一秒，如果网络够快,O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
957,我半年内就一个查询，今天本来想申请的，还是没敢申，怕过不了，好难,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
958,我反正最近几个月点的提额都是无征信拒,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ,2
959,我也是，秒拒，昨天刚点的，还选卡号选了半天，然后保护费芭比娃娃什么的全选了，还以为选了保护费还能有点机会，结果刚点完申请，还没退出手机银行，短信就来了直接秒拒...,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,2
960,估计信用信息还没查，这个浦发效率有点低压,O O O O O O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ O,0
961,有过一次，用了之后再没出现了，心里也没数，慌慌的,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ B-COMMENTS_ADJ O,2
962,了解了，我买的工行的基金还不错哦,O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
963,我没试过，有坛友试过，好像是一样的，货币基金产品是1万100点,O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
964,请问这种鸡怎么截屏的啊，完全搞不懂，心累,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
965,申卡不是100%，所以也不要掉以轻心,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,0
966,应该会给你一张卡，然后自己去看下额度怎么样,O O O O O O O B-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
967,装修贷可以网申？不需要上门拍毛坯之类的吗,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O,2
968,无卡通道是什么，怎么申请的，我也想搞，不知道在哪里，心累啊,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
969,目前3卡，刷了建行半年流水+买贵金属，3星，预批额度5K，3个月不申卡，一申请就秒拒，不知道跟贷款有没有关...,O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O,2
970,App网申的吗？招行好不好申请,O O O O O O O O B-BANK I-BANK O O O O O,2
971,就是建设银行APP里面申请的。无卡通道。,O O B-BANK I-BANK I-BANK I-BANK O O O O O O O O O O O O O O,2
972,好的，我觉得买基金还是心态要稳吧,O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ O,2
973,感谢老哥耐心分享经验，不过这么麻烦不下个大山白属实对不起客户,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
974,大山白不好推，要么硬资质或者砖达标，以前砖达标不是难事现在已经没啥砖了，或者额度达到8万申请二卡就...,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,0
975,我当时没注意，可能没有吧，网申有，曲线可以走网申无卡通道时提交上，到时候人工审核有帮助吧。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
976,问题我是申首卡，有预审，网申吧，都说超柜更稳，但是又担心不能传车本（提高成功率）,O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
977,个人觉得车本对于成功率来说没什么作用，倒是对于下卡额度有可能有帮助。担心成功率的话超柜更稳点，担心额度不够高的话网申吧。...,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O O O O O O O,2
